Region Code;Region Name;Code of Electoral District;Name of Electoral District;Code of Territorial District;Name of Territorial District;Party Number;Party Name;Votes;Vote Share in %;Party Voters Using their Right of Preferential Voting;Preferential Vote Share in %
4;Region of Nitra;404;Nové Zámky;404;Nové Zámky;14;99 % - občiansky hlas;15;0.02;10;66,66
4;Region of Nitra;404;Nové Zámky;404;Nové Zámky;15;Kresťanskodemokratické hnutie;1315;1.86; 1 040;79,08
4;Region of Nitra;404;Nové Zámky;404;Nové Zámky;16;Slovenská liga;8;0.01;7;87,50
4;Region of Nitra;404;Nové Zámky;404;Nové Zámky;17;VLASŤ;1337;1.89; 1 122;83,91
4;Region of Nitra;404;Nové Zámky;404;Nové Zámky;18;MOST - HÍD;4460;6.31; 3 693;82,80
4;Region of Nitra;404;Nové Zámky;404;Nové Zámky;19;SMER - sociálna demokracia;10797;15.28; 9 137;84,62
4;Region of Nitra;404;Nové Zámky;404;Nové Zámky;20;SOLIDARITA - Hnutie pracujúcej chudoby;47;0.06;24;51,06
4;Region of Nitra;404;Nové Zámky;404;Nové Zámky;21;HLAS ĽUDU;32;0.04;18;56,25
4;Region of Nitra;404;Nové Zámky;404;Nové Zámky;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;12534;17.74; 10 705;85,40
4;Region of Nitra;404;Nové Zámky;404;Nové Zámky;23;Práca slovenského národa;20;0.02;7;35,00
4;Region of Nitra;404;Nové Zámky;404;Nové Zámky;24;Kotlebovci - Ľudová strana Naše Slovensko;4952;7.0; 4 165;84,10
4;Region of Nitra;404;Nové Zámky;404;Nové Zámky;25;Socialisti.sk;288;0.4;216;75,00
4;Region of Nitra;405;Šaľa;405;Šaľa;1;Slovenská ľudová strana Andreja Hlinku;66;0.25;51;77,27
4;Region of Nitra;405;Šaľa;405;Šaľa;2;DOBRÁ VOĽBA;667;2.56;487;73,01
4;Region of Nitra;405;Šaľa;405;Šaľa;3;Sloboda a Solidarita;1512;5.8; 1 138;75,26
4;Region of Nitra;405;Šaľa;405;Šaľa;4;SME RODINA;2075;7.96; 1 631;78,60
4;Region of Nitra;405;Šaľa;405;Šaľa;5;Slovenské Hnutie Obrody;15;0.05;8;53,33
4;Region of Nitra;405;Šaľa;405;Šaľa;6;ZA ĽUDÍ;1391;5.33; 1 080;77,64
4;Region of Nitra;405;Šaľa;405;Šaľa;7;MÁME TOHO DOSŤ !;67;0.25;41;61,19
4;Region of Nitra;405;Šaľa;405;Šaľa;9;Slovenská národná strana;525;2.01;366;69,71
4;Region of Nitra;405;Šaľa;405;Šaľa;10;Demokratická strana;27;0.1;19;70,37
4;Region of Nitra;405;Šaľa;405;Šaľa;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;6717;25.78; 5 488;81,70
4;Region of Nitra;405;Šaľa;405;Šaľa;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;1547;5.93; 1 179;76,21
4;Region of Nitra;405;Šaľa;405;Šaľa;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;56;0.21;48;85,71
4;Region of Nitra;405;Šaľa;405;Šaľa;14;99 % - občiansky hlas;9;0.03;6;66,66
4;Region of Nitra;405;Šaľa;405;Šaľa;15;Kresťanskodemokratické hnutie;467;1.79;341;73,01
4;Region of Nitra;405;Šaľa;405;Šaľa;16;Slovenská liga;6;0.02;4;66,66
4;Region of Nitra;405;Šaľa;405;Šaľa;17;VLASŤ;394;1.51;326;82,74
4;Region of Nitra;405;Šaľa;405;Šaľa;18;MOST - HÍD;1712;6.57; 1 375;80,31
4;Region of Nitra;405;Šaľa;405;Šaľa;19;SMER - sociálna demokracia;3260;12.51; 2 761;84,69
4;Region of Nitra;405;Šaľa;405;Šaľa;20;SOLIDARITA - Hnutie pracujúcej chudoby;27;0.1;19;70,37
4;Region of Nitra;405;Šaľa;405;Šaľa;21;HLAS ĽUDU;11;0.04;8;72,72
4;Region of Nitra;405;Šaľa;405;Šaľa;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;4037;15.49; 3 395;84,09
4;Region of Nitra;405;Šaľa;405;Šaľa;23;Práca slovenského národa;9;0.03;2;22,22
4;Region of Nitra;405;Šaľa;405;Šaľa;24;Kotlebovci - Ľudová strana Naše Slovensko;1345;5.16; 1 093;81,26
4;Region of Nitra;405;Šaľa;405;Šaľa;25;Socialisti.sk;112;0.42;82;73,21
4;Region of Nitra;406;Topoľčany;406;Topoľčany;1;Slovenská ľudová strana Andreja Hlinku;90;0.22;57;63,33
4;Region of Nitra;406;Topoľčany;406;Topoľčany;2;DOBRÁ VOĽBA;1281;3.22;986;76,97
4;Region of Nitra;406;Topoľčany;406;Topoľčany;3;Sloboda a Solidarita;1710;4.3; 1 314;76,84
4;Region of Nitra;406;Topoľčany;406;Topoľčany;4;SME RODINA;4090;10.29; 3 262;79,75
4;Region of Nitra;406;Topoľčany;406;Topoľčany;5;Slovenské Hnutie Obrody;23;0.05;16;69,56
4;Region of Nitra;406;Topoľčany;406;Topoľčany;6;ZA ĽUDÍ;1218;3.06;907;74,46
4;Region of Nitra;406;Topoľčany;406;Topoľčany;7;MÁME TOHO DOSŤ !;127;0.31;86;67,71
4;Region of Nitra;406;Topoľčany;406;Topoľčany;9;Slovenská národná strana;2038;5.13; 1 632;80,07
4;Region of Nitra;406;Topoľčany;406;Topoľčany;10;Demokratická strana;54;0.13;42;77,77
4;Region of Nitra;406;Topoľčany;406;Topoľčany;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;8297;20.89; 6 999;84,35
4;Region of Nitra;406;Topoľčany;406;Topoľčany;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;1740;4.38; 1 383;79,48
4;Region of Nitra;406;Topoľčany;406;Topoľčany;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;21;0.05;8;38,09
4;Region of Nitra;406;Topoľčany;406;Topoľčany;14;99 % - občiansky hlas;11;0.02;6;54,54
4;Region of Nitra;406;Topoľčany;406;Topoľčany;15;Kresťanskodemokratické hnutie;1913;4.81; 1 518;79,35
4;Region of Nitra;406;Topoľčany;406;Topoľčany;16;Slovenská liga;14;0.03;9;64,28
4;Region of Nitra;406;Topoľčany;406;Topoľčany;17;VLASŤ;1140;2.87;965;84,64
4;Region of Nitra;406;Topoľčany;406;Topoľčany;18;MOST - HÍD;62;0.15;50;80,64
4;Region of Nitra;406;Topoľčany;406;Topoľčany;19;SMER - sociálna demokracia;11499;28.95; 9 883;85,94
4;Region of Nitra;406;Topoľčany;406;Topoľčany;20;SOLIDARITA - Hnutie pracujúcej chudoby;53;0.13;34;64,15
4;Region of Nitra;406;Topoľčany;406;Topoľčany;21;HLAS ĽUDU;65;0.16;52;80,00
4;Region of Nitra;406;Topoľčany;406;Topoľčany;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;7;0.01;7;100,00
4;Region of Nitra;406;Topoľčany;406;Topoľčany;23;Práca slovenského národa;16;0.04;5;31,25
4;Region of Nitra;406;Topoľčany;406;Topoľčany;24;Kotlebovci - Ľudová strana Naše Slovensko;3950;9.94; 3 382;85,62
4;Region of Nitra;406;Topoľčany;406;Topoľčany;25;Socialisti.sk;295;0.74;195;66,10
5;Region of Žilina;501;Čadca;502;Čadca;1;Slovenská ľudová strana Andreja Hlinku;99;0.21;70;70,70
5;Region of Žilina;501;Čadca;502;Čadca;2;DOBRÁ VOĽBA;1630;3.53; 1 356;83,19
5;Region of Žilina;501;Čadca;502;Čadca;3;Sloboda a Solidarita;1677;3.63; 1 362;81,21
5;Region of Žilina;501;Čadca;502;Čadca;4;SME RODINA;4088;8.86; 3 462;84,68
5;Region of Žilina;501;Čadca;502;Čadca;5;Slovenské Hnutie Obrody;26;0.05;19;73,07
5;Region of Žilina;501;Čadca;502;Čadca;6;ZA ĽUDÍ;1124;2.43;908;80,78
5;Region of Žilina;501;Čadca;502;Čadca;7;MÁME TOHO DOSŤ !;129;0.27;97;75,19
5;Region of Žilina;501;Čadca;502;Čadca;9;Slovenská národná strana;2175;4.71; 1 770;81,37
5;Region of Žilina;501;Čadca;502;Čadca;10;Demokratická strana;46;0.09;40;86,95
5;Region of Žilina;501;Čadca;502;Čadca;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;8669;18.79; 7 547;87,05
5;Region of Žilina;501;Čadca;502;Čadca;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;2255;4.88; 1 891;83,85
5;Region of Žilina;501;Čadca;502;Čadca;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;21;0.04;14;66,66
5;Region of Žilina;501;Čadca;502;Čadca;14;99 % - občiansky hlas;10;0.02;5;50,00
5;Region of Žilina;501;Čadca;502;Čadca;15;Kresťanskodemokratické hnutie;1429;3.09; 1 080;75,57
5;Region of Žilina;501;Čadca;502;Čadca;16;Slovenská liga;17;0.03;12;70,58
5;Region of Žilina;501;Čadca;502;Čadca;17;VLASŤ;1783;3.86; 1 527;85,64
5;Region of Žilina;501;Čadca;502;Čadca;18;MOST - HÍD;54;0.11;42;77,77
5;Region of Žilina;501;Čadca;502;Čadca;19;SMER - sociálna demokracia;14334;31.07; 12 998;90,67
5;Region of Žilina;501;Čadca;502;Čadca;20;SOLIDARITA - Hnutie pracujúcej chudoby;36;0.07;21;58,33
5;Region of Žilina;501;Čadca;502;Čadca;21;HLAS ĽUDU;28;0.06;25;89,28
5;Region of Žilina;501;Čadca;502;Čadca;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;7;0.01;7;100,00
5;Region of Žilina;501;Čadca;502;Čadca;23;Práca slovenského národa;31;0.06;20;64,51
5;Region of Žilina;501;Čadca;502;Čadca;24;Kotlebovci - Ľudová strana Naše Slovensko;6242;13.53; 5 523;88,48
5;Region of Žilina;501;Čadca;502;Čadca;25;Socialisti.sk;219;0.47;164;74,88
5;Region of Žilina;502;Dolný Kubín;503;Dolný Kubín;1;Slovenská ľudová strana Andreja Hlinku;60;0.26;40;66,66
5;Region of Žilina;502;Dolný Kubín;503;Dolný Kubín;2;DOBRÁ VOĽBA;641;2.82;527;82,21
5;Region of Žilina;502;Dolný Kubín;503;Dolný Kubín;3;Sloboda a Solidarita;1464;6.44; 1 176;80,32
5;Region of Žilina;502;Dolný Kubín;503;Dolný Kubín;4;SME RODINA;1552;6.83; 1 279;82,40
5;Region of Žilina;502;Dolný Kubín;503;Dolný Kubín;5;Slovenské Hnutie Obrody;15;0.06;8;53,33
5;Region of Žilina;502;Dolný Kubín;503;Dolný Kubín;6;ZA ĽUDÍ;1312;5.77; 1 062;80,94
5;Region of Žilina;502;Dolný Kubín;503;Dolný Kubín;7;MÁME TOHO DOSŤ !;90;0.39;77;85,55
5;Region of Žilina;502;Dolný Kubín;503;Dolný Kubín;9;Slovenská národná strana;749;3.29;614;81,97
5;Region of Žilina;502;Dolný Kubín;503;Dolný Kubín;10;Demokratická strana;25;0.11;15;60,00
5;Region of Žilina;502;Dolný Kubín;503;Dolný Kubín;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;6751;29.73; 5 954;88,19
5;Region of Žilina;502;Dolný Kubín;503;Dolný Kubín;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;1460;6.43; 1 213;83,08
5;Region of Žilina;502;Dolný Kubín;503;Dolný Kubín;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;11;0.04;6;54,54
5;Region of Žilina;502;Dolný Kubín;503;Dolný Kubín;14;99 % - občiansky hlas;3;0.01;2;66,66
5;Region of Žilina;502;Dolný Kubín;503;Dolný Kubín;15;Kresťanskodemokratické hnutie;2513;11.06; 2 242;89,21
5;Region of Žilina;502;Dolný Kubín;503;Dolný Kubín;16;Slovenská liga;8;0.03;4;50,00
5;Region of Žilina;502;Dolný Kubín;503;Dolný Kubín;17;VLASŤ;626;2.75;542;86,58
5;Region of Žilina;502;Dolný Kubín;503;Dolný Kubín;18;MOST - HÍD;39;0.17;29;74,35
5;Region of Žilina;502;Dolný Kubín;503;Dolný Kubín;19;SMER - sociálna demokracia;3636;16.01; 3 161;86,93
5;Region of Žilina;502;Dolný Kubín;503;Dolný Kubín;20;SOLIDARITA - Hnutie pracujúcej chudoby;21;0.09;13;61,90
5;Region of Žilina;502;Dolný Kubín;503;Dolný Kubín;21;HLAS ĽUDU;14;0.06;11;78,57
5;Region of Žilina;502;Dolný Kubín;503;Dolný Kubín;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;10;0.04;7;70,00
5;Region of Žilina;502;Dolný Kubín;503;Dolný Kubín;23;Práca slovenského národa;14;0.06;9;64,28
5;Region of Žilina;502;Dolný Kubín;503;Dolný Kubín;24;Kotlebovci - Ľudová strana Naše Slovensko;1569;6.91; 1 378;87,82
5;Region of Žilina;502;Dolný Kubín;503;Dolný Kubín;25;Socialisti.sk;118;0.51;97;82,20
5;Region of Žilina;503;Liptovský Mikuláš;505;Liptovský Mikuláš;1;Slovenská ľudová strana Andreja Hlinku;85;0.2;50;58,82
5;Region of Žilina;503;Liptovský Mikuláš;505;Liptovský Mikuláš;2;DOBRÁ VOĽBA;1534;3.62; 1 128;73,53
5;Region of Žilina;503;Liptovský Mikuláš;505;Liptovský Mikuláš;3;Sloboda a Solidarita;2927;6.92; 2 179;74,44
5;Region of Žilina;503;Liptovský Mikuláš;505;Liptovský Mikuláš;4;SME RODINA;4210;9.96; 3 155;74,94
5;Region of Žilina;503;Liptovský Mikuláš;505;Liptovský Mikuláš;5;Slovenské Hnutie Obrody;26;0.06;17;65,38
5;Region of Žilina;503;Liptovský Mikuláš;505;Liptovský Mikuláš;6;ZA ĽUDÍ;2572;6.08; 1 991;77,41
5;Region of Žilina;503;Liptovský Mikuláš;505;Liptovský Mikuláš;7;MÁME TOHO DOSŤ !;172;0.4;106;61,62
5;Region of Žilina;503;Liptovský Mikuláš;505;Liptovský Mikuláš;9;Slovenská národná strana;1969;4.65; 1 610;81,76
5;Region of Žilina;503;Liptovský Mikuláš;505;Liptovský Mikuláš;10;Demokratická strana;97;0.22;71;73,19
5;Region of Žilina;503;Liptovský Mikuláš;505;Liptovský Mikuláš;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;10091;23.87; 8 232;81,57
5;Region of Žilina;503;Liptovský Mikuláš;505;Liptovský Mikuláš;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;3139;7.42; 2 501;79,67
5;Region of Žilina;503;Liptovský Mikuláš;505;Liptovský Mikuláš;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;25;0.05;10;40,00
5;Region of Žilina;503;Liptovský Mikuláš;505;Liptovský Mikuláš;14;99 % - občiansky hlas;16;0.03;11;68,75
5;Region of Žilina;503;Liptovský Mikuláš;505;Liptovský Mikuláš;15;Kresťanskodemokratické hnutie;1426;3.37; 1 129;79,17
5;Region of Žilina;503;Liptovský Mikuláš;505;Liptovský Mikuláš;16;Slovenská liga;13;0.03;8;61,53
5;Region of Žilina;503;Liptovský Mikuláš;505;Liptovský Mikuláš;17;VLASŤ;1341;3.17; 1 093;81,50
5;Region of Žilina;503;Liptovský Mikuláš;505;Liptovský Mikuláš;18;MOST - HÍD;75;0.17;56;74,66
5;Region of Žilina;503;Liptovský Mikuláš;505;Liptovský Mikuláš;19;SMER - sociálna demokracia;8253;19.52; 7 009;84,92
5;Region of Žilina;503;Liptovský Mikuláš;505;Liptovský Mikuláš;20;SOLIDARITA - Hnutie pracujúcej chudoby;52;0.12;31;59,61
5;Region of Žilina;503;Liptovský Mikuláš;505;Liptovský Mikuláš;21;HLAS ĽUDU;49;0.11;35;71,42
5;Region of Žilina;503;Liptovský Mikuláš;505;Liptovský Mikuláš;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;27;0.06;22;81,48
5;Region of Žilina;503;Liptovský Mikuláš;505;Liptovský Mikuláš;23;Práca slovenského národa;20;0.04;11;55,00
5;Region of Žilina;503;Liptovský Mikuláš;505;Liptovský Mikuláš;24;Kotlebovci - Ľudová strana Naše Slovensko;3911;9.25; 3 174;81,15
5;Region of Žilina;503;Liptovský Mikuláš;505;Liptovský Mikuláš;25;Socialisti.sk;235;0.55;160;68,08
5;Region of Žilina;504;Martin;506;Martin;1;Slovenská ľudová strana Andreja Hlinku;91;0.16;62;68,13
5;Region of Žilina;504;Martin;506;Martin;2;DOBRÁ VOĽBA;1829;3.38; 1 444;78,95
5;Region of Žilina;504;Martin;506;Martin;3;Sloboda a Solidarita;3476;6.42; 2 613;75,17
5;Region of Žilina;504;Martin;506;Martin;4;SME RODINA;4949;9.14; 3 871;78,21
5;Region of Žilina;504;Martin;506;Martin;5;Slovenské Hnutie Obrody;82;0.15;65;79,26
5;Region of Žilina;504;Martin;506;Martin;6;ZA ĽUDÍ;3057;5.65; 2 355;77,03
5;Region of Žilina;504;Martin;506;Martin;7;MÁME TOHO DOSŤ !;147;0.27;88;59,86
5;Region of Žilina;504;Martin;506;Martin;9;Slovenská národná strana;2148;3.97; 1 697;79,00
5;Region of Žilina;504;Martin;506;Martin;10;Demokratická strana;100;0.18;64;64,00
5;Region of Žilina;504;Martin;506;Martin;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;13892;25.68; 11 991;86,31
5;Region of Žilina;504;Martin;506;Martin;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;4151;7.67; 3 376;81,32
5;Region of Žilina;504;Martin;506;Martin;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;33;0.06;16;48,48
5;Region of Žilina;504;Martin;506;Martin;14;99 % - občiansky hlas;20;0.03;11;55,00
5;Region of Žilina;504;Martin;506;Martin;15;Kresťanskodemokratické hnutie;1700;3.14; 1 423;83,70
5;Region of Žilina;504;Martin;506;Martin;16;Slovenská liga;16;0.02;12;75,00
5;Region of Žilina;504;Martin;506;Martin;17;VLASŤ;1947;3.59; 1 602;82,28
5;Region of Žilina;504;Martin;506;Martin;18;MOST - HÍD;150;0.27;126;84,00
5;Region of Žilina;504;Martin;506;Martin;19;SMER - sociálna demokracia;11115;20.54; 9 303;83,69
5;Region of Žilina;504;Martin;506;Martin;20;SOLIDARITA - Hnutie pracujúcej chudoby;75;0.13;46;61,33
5;Region of Žilina;504;Martin;506;Martin;21;HLAS ĽUDU;55;0.1;40;72,72
5;Region of Žilina;504;Martin;506;Martin;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;18;0.03;14;77,77
5;Region of Žilina;504;Martin;506;Martin;23;Práca slovenského národa;35;0.06;22;62,85
5;Region of Žilina;504;Martin;506;Martin;24;Kotlebovci - Ľudová strana Naše Slovensko;4580;8.46; 3 869;84,47
5;Region of Žilina;504;Martin;506;Martin;25;Socialisti.sk;428;0.79;319;74,53
5;Region of Žilina;504;Martin;509;Turčianske Teplice;1;Slovenská ľudová strana Andreja Hlinku;32;0.34;25;78,12
5;Region of Žilina;504;Martin;509;Turčianske Teplice;2;DOBRÁ VOĽBA;373;3.99;307;82,30
5;Region of Žilina;504;Martin;509;Turčianske Teplice;3;Sloboda a Solidarita;424;4.53;333;78,53
5;Region of Žilina;504;Martin;509;Turčianske Teplice;4;SME RODINA;896;9.59;687;76,67
5;Region of Žilina;504;Martin;509;Turčianske Teplice;5;Slovenské Hnutie Obrody;15;0.16;11;73,33
5;Region of Žilina;504;Martin;509;Turčianske Teplice;6;ZA ĽUDÍ;378;4.04;283;74,86
5;Region of Žilina;504;Martin;509;Turčianske Teplice;7;MÁME TOHO DOSŤ !;32;0.34;15;46,87
5;Region of Žilina;504;Martin;509;Turčianske Teplice;9;Slovenská národná strana;405;4.33;297;73,33
5;Region of Žilina;504;Martin;509;Turčianske Teplice;10;Demokratická strana;23;0.24;19;82,60
5;Region of Žilina;504;Martin;509;Turčianske Teplice;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;2184;23.38; 1 883;86,21
5;Region of Žilina;504;Martin;509;Turčianske Teplice;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;496;5.3;373;75,20
5;Region of Žilina;504;Martin;509;Turčianske Teplice;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;5;0.05;3;60,00
5;Region of Žilina;504;Martin;509;Turčianske Teplice;14;99 % - občiansky hlas;2;0.02;0;0,00
5;Region of Žilina;504;Martin;509;Turčianske Teplice;15;Kresťanskodemokratické hnutie;210;2.24;171;81,42
5;Region of Žilina;504;Martin;509;Turčianske Teplice;16;Slovenská liga;2;0.02;2;100,00
5;Region of Žilina;504;Martin;509;Turčianske Teplice;17;VLASŤ;289;3.09;239;82,69
5;Region of Žilina;504;Martin;509;Turčianske Teplice;18;MOST - HÍD;30;0.32;26;86,66
5;Region of Žilina;504;Martin;509;Turčianske Teplice;19;SMER - sociálna demokracia;2466;26.39; 2 087;84,63
5;Region of Žilina;504;Martin;509;Turčianske Teplice;20;SOLIDARITA - Hnutie pracujúcej chudoby;8;0.08;4;50,00
5;Region of Žilina;504;Martin;509;Turčianske Teplice;21;HLAS ĽUDU;14;0.14;9;64,28
5;Region of Žilina;504;Martin;509;Turčianske Teplice;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;7;0.07;7;100,00
5;Region of Žilina;504;Martin;509;Turčianske Teplice;23;Práca slovenského národa;6;0.06;4;66,66
5;Region of Žilina;504;Martin;509;Turčianske Teplice;24;Kotlebovci - Ľudová strana Naše Slovensko;973;10.41;821;84,37
5;Region of Žilina;504;Martin;509;Turčianske Teplice;25;Socialisti.sk;71;0.76;56;78,87
5;Region of Žilina;505;Námestovo;507;Námestovo;1;Slovenská ľudová strana Andreja Hlinku;96;0.29;69;71,87
5;Region of Žilina;505;Námestovo;507;Námestovo;2;DOBRÁ VOĽBA;668;2.01;527;78,89
5;Region of Žilina;505;Námestovo;507;Námestovo;3;Sloboda a Solidarita;863;2.6;713;82,61
5;Region of Žilina;505;Námestovo;507;Námestovo;4;SME RODINA;2262;6.83; 1 897;83,86
5;Region of Žilina;505;Námestovo;507;Námestovo;5;Slovenské Hnutie Obrody;15;0.04;7;46,66
5;Region of Žilina;505;Námestovo;507;Námestovo;6;ZA ĽUDÍ;1327;4.01; 1 161;87,49
5;Region of Žilina;505;Námestovo;507;Námestovo;7;MÁME TOHO DOSŤ !;111;0.33;98;88,28
5;Region of Žilina;505;Námestovo;507;Námestovo;9;Slovenská národná strana;1699;5.13; 1 461;85,99
5;Region of Žilina;505;Námestovo;507;Námestovo;10;Demokratická strana;47;0.14;40;85,10
5;Region of Žilina;505;Námestovo;507;Námestovo;11;OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA;9126;27.58; 8 164;89,45
5;Region of Žilina;505;Námestovo;507;Námestovo;12;Koalícia Progresívne Slovensko a SPOLU - občianska demokracia;1080;3.26;886;82,03
5;Region of Žilina;505;Námestovo;507;Námestovo;13;STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI;12;0.03;6;50,00
5;Region of Žilina;505;Námestovo;507;Námestovo;14;99 % - občiansky hlas;13;0.03;8;61,53
5;Region of Žilina;505;Námestovo;507;Námestovo;15;Kresťanskodemokratické hnutie;7398;22.35; 6 778;91,61
5;Region of Žilina;505;Námestovo;507;Námestovo;16;Slovenská liga;8;0.02;4;50,00
5;Region of Žilina;505;Námestovo;507;Námestovo;17;VLASŤ;828;2.5;723;87,31
5;Region of Žilina;505;Námestovo;507;Námestovo;18;MOST - HÍD;35;0.1;28;80,00
5;Region of Žilina;505;Námestovo;507;Námestovo;19;SMER - sociálna demokracia;4363;13.18; 3 837;87,94
5;Region of Žilina;505;Námestovo;507;Námestovo;20;SOLIDARITA - Hnutie pracujúcej chudoby;18;0.05;10;55,55
5;Region of Žilina;505;Námestovo;507;Námestovo;21;HLAS ĽUDU;22;0.06;15;68,18
5;Region of Žilina;505;Námestovo;507;Námestovo;22;Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť;7;0.02;5;71,42
5;Region of Žilina;505;Námestovo;507;Námestovo;23;Práca slovenského národa;6;0.01;5;83,33
5;Region of Žilina;505;Námestovo;507;Námestovo;24;Kotlebovci - Ľudová strana Naše Slovensko;3006;9.08; 2 704;89,95
5;Region of Žilina;505;Námestovo;507;Námestovo;25;Socialisti.sk;79;0.23;61;77,21
5;Region of Žilina;505;Námestovo;510;Tvrdošín;1;Slovenská ľudová strana Andreja Hlinku;40;0.18;30;75,00
5;Region of Žilina;505;Námestovo;510;Tvrdošín;2;DOBRÁ VOĽBA;531;2.48;428;80,60
5;Region of Žilina;505;Námestovo;510;Tvrdošín;3;Sloboda a Solidarita;883;4.13;742;84,03
